2017-02-20;14:49:08;bag_of_pos_unigrams;0.709;
2017-02-20;14:49:09;bag_of_unigrams;0.624;
2017-02-20;14:49:11;bag_of_trigrams;0.696;
2017-02-20;14:49:11;words_per_sentence;0.526;
2017-02-20;14:49:12;bag_of_pos_bigrams;0.716;
2017-02-20;14:49:36;bag_of_function_words;0.649;
2017-02-20;14:49:36;characters_per_word;0.56;
2017-02-20;14:49:37;bag_of_pos_trigrams;0.717;
2017-02-20;14:49:49;topic_model_scores;0.617;
2017-02-20;14:49:50;unique_words_ratio;0.542;
2017-02-20;14:49:52;bag_of_bigrams;0.679;
2017-02-20;14:50:36;['bag_of_pos_unigrams', 'bag_of_unigrams', 'bag_of_trigrams', 'words_per_sentence', 'bag_of_pos_bigrams', 'bag_of_function_words', 'characters_per_word', 'bag_of_pos_trigrams', 'topic_model_scores', 'unique_words_ratio', 'bag_of_bigrams'];0.74;
2017-02-20;14:57:08;bag_of_trigrams;0.703;
2017-02-20;14:57:20;topic_model_scores;0.631;
2017-02-20;14:57:21;bag_of_pos_bigrams;0.719;
2017-02-20;14:57:21;characters_per_word;0.561;
2017-02-20;14:57:22;bag_of_unigrams;0.624;
2017-02-20;14:57:22;words_per_sentence;0.535;
2017-02-20;14:57:23;bag_of_pos_trigrams;0.717;
2017-02-20;14:57:25;bag_of_bigrams;0.673;
2017-02-20;14:57:26;bag_of_pos_unigrams;0.705;
2017-02-20;14:57:26;unique_words_ratio;0.526;
2017-02-20;14:57:49;bag_of_function_words;0.659;
2017-02-20;14:58:33;['bag_of_trigrams', 'topic_model_scores', 'bag_of_pos_bigrams', 'characters_per_word', 'bag_of_unigrams', 'words_per_sentence', 'bag_of_pos_trigrams', 'bag_of_bigrams', 'bag_of_pos_unigrams', 'unique_words_ratio', 'bag_of_function_words'];0.729;
2017-02-20;15:04:03;bag_of_pos_trigrams;0.721;
2017-02-20;15:04:04;bag_of_pos_bigrams;0.716;
2017-02-20;15:04:04;words_per_sentence;0.536;
2017-02-20;15:04:04;characters_per_word;0.574;
2017-02-20;15:04:05;bag_of_unigrams;0.628;
2017-02-20;15:04:05;unique_words_ratio;0.531;
2017-02-20;15:04:17;topic_model_scores;0.617;
2017-02-20;15:04:19;bag_of_bigrams;0.651;
2017-02-20;15:04:42;bag_of_function_words;0.647;
2017-02-20;15:04:43;bag_of_pos_unigrams;0.7;
2017-02-20;15:04:46;bag_of_trigrams;0.693;
2017-02-20;15:05:29;['bag_of_pos_trigrams', 'bag_of_pos_bigrams', 'words_per_sentence', 'characters_per_word', 'bag_of_unigrams', 'unique_words_ratio', 'topic_model_scores', 'bag_of_bigrams', 'bag_of_function_words', 'bag_of_pos_unigrams', 'bag_of_trigrams'];0.73;
2017-02-20;15:11:58;bag_of_bigrams;0.668;
2017-02-20;15:11:59;bag_of_unigrams;0.639;
2017-02-20;15:11:59;characters_per_word;0.559;
2017-02-20;15:12:22;bag_of_function_words;0.661;
2017-02-20;15:12:22;unique_words_ratio;0.532;
2017-02-20;15:12:24;bag_of_trigrams;0.693;
2017-02-20;15:12:26;bag_of_pos_trigrams;0.711;
2017-02-20;15:12:38;topic_model_scores;0.635;
2017-02-20;15:12:39;bag_of_pos_unigrams;0.702;
2017-02-20;15:12:39;words_per_sentence;0.538;
2017-02-20;15:12:41;bag_of_pos_bigrams;0.717;
2017-02-20;15:13:26;['bag_of_bigrams', 'bag_of_unigrams', 'characters_per_word', 'bag_of_function_words', 'unique_words_ratio', 'bag_of_trigrams', 'bag_of_pos_trigrams', 'topic_model_scores', 'bag_of_pos_unigrams', 'words_per_sentence', 'bag_of_pos_bigrams'];0.729;
2017-02-20;15:19:36;topic_model_scores;0.612;
2017-02-20;15:19:38;bag_of_bigrams;0.662;
2017-02-20;15:19:39;bag_of_unigrams;0.64;
2017-02-20;15:19:40;bag_of_pos_trigrams;0.721;
2017-02-20;15:19:43;bag_of_trigrams;0.695;
2017-02-20;15:20:06;bag_of_function_words;0.66;
2017-02-20;15:20:06;words_per_sentence;0.533;
2017-02-20;15:20:07;bag_of_pos_bigrams;0.714;
2017-02-20;15:20:08;bag_of_pos_unigrams;0.704;
2017-02-20;15:20:08;unique_words_ratio;0.519;
2017-02-20;15:20:08;characters_per_word;0.565;
2017-02-20;15:20:53;['topic_model_scores', 'bag_of_bigrams', 'bag_of_unigrams', 'bag_of_pos_trigrams', 'bag_of_trigrams', 'bag_of_function_words', 'words_per_sentence', 'bag_of_pos_bigrams', 'bag_of_pos_unigrams', 'unique_words_ratio', 'characters_per_word'];0.739;
2017-02-20;15:27:02;topic_model_scores;0.63;
2017-02-20;15:27:03;bag_of_pos_trigrams;0.707;
2017-02-20;15:27:06;bag_of_trigrams;0.693;
2017-02-20;15:27:31;bag_of_function_words;0.639;
2017-02-20;15:27:32;bag_of_unigrams;0.633;
2017-02-20;15:27:32;unique_words_ratio;0.528;
2017-02-20;15:27:33;bag_of_pos_unigrams;0.709;
2017-02-20;15:27:33;words_per_sentence;0.538;
2017-02-20;15:27:35;bag_of_bigrams;0.658;
2017-02-20;15:27:35;characters_per_word;0.555;
2017-02-20;15:27:36;bag_of_pos_bigrams;0.702;
2017-02-20;15:28:25;['topic_model_scores', 'bag_of_pos_trigrams', 'bag_of_trigrams', 'bag_of_function_words', 'bag_of_unigrams', 'unique_words_ratio', 'bag_of_pos_unigrams', 'words_per_sentence', 'bag_of_bigrams', 'characters_per_word', 'bag_of_pos_bigrams'];0.727;
2017-02-20;15:35:18;characters_per_word;0.562;
2017-02-20;15:35:19;bag_of_pos_bigrams;0.716;
2017-02-20;15:35:20;bag_of_unigrams;0.642;
2017-02-20;15:35:33;topic_model_scores;0.632;
2017-02-20;15:35:36;bag_of_trigrams;0.694;
2017-02-20;15:35:38;bag_of_bigrams;0.663;
2017-02-20;15:35:38;words_per_sentence;0.533;
2017-02-20;15:35:39;bag_of_pos_unigrams;0.691;
2017-02-20;15:35:40;bag_of_pos_trigrams;0.726;
2017-02-20;15:36:04;bag_of_function_words;0.641;
2017-02-20;15:36:04;unique_words_ratio;0.539;
2017-02-20;15:36:50;['characters_per_word', 'bag_of_pos_bigrams', 'bag_of_unigrams', 'topic_model_scores', 'bag_of_trigrams', 'bag_of_bigrams', 'words_per_sentence', 'bag_of_pos_unigrams', 'bag_of_pos_trigrams', 'bag_of_function_words', 'unique_words_ratio'];0.73;
2017-02-20;15:43:16;bag_of_pos_bigrams;0.712;
2017-02-20;15:43:16;bag_of_unigrams;0.626;
2017-02-20;15:43:16;unique_words_ratio;0.533;
2017-02-20;15:43:19;bag_of_trigrams;0.698;
2017-02-20;15:43:43;bag_of_function_words;0.646;
2017-02-20;15:43:45;bag_of_bigrams;0.658;
2017-02-20;15:43:45;words_per_sentence;0.535;
2017-02-20;15:43:45;characters_per_word;0.563;
2017-02-20;15:43:46;bag_of_pos_unigrams;0.702;
2017-02-20;15:43:47;bag_of_pos_trigrams;0.719;
2017-02-20;15:44:00;topic_model_scores;0.619;
2017-02-20;15:44:44;['bag_of_pos_bigrams', 'bag_of_unigrams', 'unique_words_ratio', 'bag_of_trigrams', 'bag_of_function_words', 'bag_of_bigrams', 'words_per_sentence', 'characters_per_word', 'bag_of_pos_unigrams', 'bag_of_pos_trigrams', 'topic_model_scores'];0.741;
2017-02-20;15:50:44;characters_per_word;0.547;
2017-02-20;15:50:56;topic_model_scores;0.598;
2017-02-20;15:50:57;bag_of_unigrams;0.634;
2017-02-20;15:50:57;unique_words_ratio;0.521;
2017-02-20;15:50:58;bag_of_pos_bigrams;0.718;
2017-02-20;15:51:21;bag_of_function_words;0.648;
2017-02-20;15:51:21;words_per_sentence;0.538;
2017-02-20;15:51:24;bag_of_trigrams;0.695;
2017-02-20;15:51:25;bag_of_pos_unigrams;0.691;
2017-02-20;15:51:27;bag_of_pos_trigrams;0.724;
2017-02-20;15:51:29;bag_of_bigrams;0.662;
2017-02-20;15:52:14;['characters_per_word', 'topic_model_scores', 'bag_of_unigrams', 'unique_words_ratio', 'bag_of_pos_bigrams', 'bag_of_function_words', 'words_per_sentence', 'bag_of_trigrams', 'bag_of_pos_unigrams', 'bag_of_pos_trigrams', 'bag_of_bigrams'];0.737;
2017-02-20;15:59:26;unique_words_ratio;0.524;
2017-02-20;15:59:38;topic_model_scores;0.647;
2017-02-20;15:59:39;bag_of_pos_bigrams;0.708;
2017-02-20;15:59:41;bag_of_pos_trigrams;0.723;
2017-02-20;15:59:41;characters_per_word;0.561;
2017-02-20;15:59:41;words_per_sentence;0.537;
2017-02-20;15:59:42;bag_of_pos_unigrams;0.704;
2017-02-20;15:59:44;bag_of_trigrams;0.7;
